stock_name,user_name,video_id,followers,views,likes,comments,shares
 (APP),theonlynaklas,6945617160127483141,86400,6753,672,17,50
 (BOG),gavin_mayo,6947405247862131973,252000,1573,71,16,5
 (CHAT),stockswithjack,6946011946164505858,17800,5557,560,35,4
 (DAY),surgeyyyy,6929638914747632901,282700,151200,20100,938,102
 (DAY),stockswings,6940030483480759557,61400,6028,169,36,9
 (IV),rudaman,6945929212272479494,3696,300,25,2,4
 (ME),stockstv,6896942242049674501,2373,634,15,4,0
 (MICROSOFT),stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
 (NEWS),stockinvestors,6935593005105548549,22300,3038,70,11,18
 (NEWS),mr.investr,6946994794778381573,79600,28600,1091,122,301
 (NFT),flash.trades,6946441263553973510,2267,43,4,0,0
 (ONES),spacs.ai,6932620674951384326,28000,3206,130,36,41
 (ONES),assetentities,6946670694289706245,517800,31100,2849,68,18
 (PAID),llamas1115,6940026359137766662,798,194,6,10,2
 (PART),investwithruss,6947314550253423878,96000,4520,214,16,6
 (PAUL),investwithruss,6947314550253423878,96000,4520,214,16,6
 (PC),theonlynaklas,6945617160127483141,86400,6753,672,17,50
 (TAB),llamas1115,6940026359137766662,798,194,6,10,2
 (THIS),stockrogue,6932552320605605125,42400,3620,91,16,2
 (THIS),coletrades,6939292324946119941,3516,1622,18,14,0
 (THIS),investing_with_mike,6946702230124973317,77100,723,34,5,0
 (THIS),thelaptoplegend,6934173585376431365,128800,8028,516,26,8
 (TILL),thetaclub,6929260998390041862,2329,2950,32,6,23
 (TOP),thestockhub,6947244459490921733,78000,2271,74,6,1
"00NFHARVEST HEALTHCARE LEADERS  (HHL.TO)
Word Searched: leader",notkamel,6945941658466848006,26000,93100,7344,109,514
"1-800-FLOWERS.COM, Inc. (FLWS)
Word Searched: Flaws",marketafterhours,6945403619831336198,6058,494,21,3,4
11734365 (Q),stockswallet,6947044408890051845,19400,6376,260,20,35
"13 WEEK TREASURY BILL (^IRX)
Word Searched: WEEK",penny.lifestyles,6947461721686641925,176400,956,83,2,4
130729 (SOLD),llamas1115,6940026359137766662,798,194,6,10,2
130729 (SOLD),theonlynaklas,6945617160127483141,86400,6753,672,17,50
14900 (HARD),stockrogue,6932552320605605125,42400,3620,91,16,2
178110 (GET),markettrader_official,6947392861042167046,278800,4829,708,23,7
19955 (ETF),stockinvestors,6935593005105548549,22300,3038,70,11,18
2117 (TO),investwithruss,6947314550253423878,96000,4520,214,16,6
26028 (DRAM),notkamel,6945941658466848006,26000,93100,7344,109,514
33352 (RENT),thebuyinking,6940646927092452614,535900,99700,8691,169,198
33352 (RENT),fourtoeight,6945936407730932998,1100000,95100,14600,94,304
4397 (NY),highleyinvested,6946908526124092677,38700,902,76,1,1
47300 (IF),investing_with_mike,6946702230124973317,77100,723,34,5,0
58911 (GOT),alcidesvla,6946533625600937222,12800,4373,117,28,5
58911 (GOT),llamas1115,6940026359137766662,798,194,6,10,2
88 Energy Limited (EEENF),penny.lifestyles,6947461721686641925,176400,956,83,2,4
890019 (IM),stocksfeed,6943349892844768518,72100,5363,236,41,6
890019 (IM),visaltrades,6945437295239630086,2597,503,9,2,0
890019 (IM),llamas1115,6940026359137766662,798,194,6,10,2
890019 (IM),ashton_noland,6947402673243147526,78300,4414,370,13,72
890019 (IM),stockswings,6940030483480759557,61400,6028,169,36,9
890019 (IM),notkamel,6945941658466848006,26000,93100,7344,109,514
890019 (IM),erikbotoss,6941779137254280453,4330,6428,143,62,12
"ACV Auctions Inc. (ACVA)
Word Searched: AUCTION",flash.trades,6946441263553973510,2267,43,4,0,0
"ADVICENNE (ADVIC.PA)
Word Searched: advice",thebuyinking,6940646927092452614,535900,99700,8691,169,198
"AHLUWALIA CONTRACTS (INDIA) LT (AHLUCONT.BO)
Word Searched: contracts",bugs.money,6947485537997540614,4018,1,1,0,0
"AIM RITE HOLDS CORP (AIMH)
Word Searched: holds",coletrades,6939292324946119941,3516,1622,18,14,0
"ALLIED CORP (ALID)
Word Searched: Walid",itsali88,6947484869287021829,1458,14,2,0,0
"AMARA RAJA BATTERIES LTD. (AMARAJABAT.BO)
Word Searched: batteries",stockvip,6926323575376858373,178700,91300,5670,266,645
"AMC Entertainment Holdings, Inc (AMC)
Word Searched: HOLDING",mr.investr,6946994794778381573,79600,28600,1091,122,301
"AMC Entertainment Holdings, Inc. (AMC)",oscarwulfff,6935241744531590406,8162,32800,1874,66,529
"AMC Entertainment Holdings, Inc. (AMC)",apexoptionstrading,6922275199069031686,1408,3043,20,5,2
"AMC Entertainment Holdings, Inc. (AMC)",matthewhirayama,6922270597711924486,7883,342200,15200,1263,1194
"AMC Entertainment Holdings, Inc. (AMC)",brunopamfilio,6933008593000156422,1292,3082,177,37,6
"AP MEMORY TECHNOLOGY CORPORATIO (6531.TW)
Word Searched: Memory",notkamel,6945941658466848006,26000,93100,7344,109,514
"ARIANNE PHOSPHATE INC (DAN.V)
Word Searched: phosphate",stockvip,6926323575376858373,178700,91300,5670,266,645
"ARK Space Exploration & Innovat (ARKX)
Word Searched: SPACE",theoptionlab,6935499890038541573,2185,1459,26,8,3
"ARK Space Exploration & Innovat (ARKX)
Word Searched: SPACE",marketmartians,6945424684720655621,8264,2445,29,2,1
"ATDED (ATDED)
Word Searched: added",stockmarket_507,6934532298616360198,4651,2003,53,6,8
"ATDED (ATDED)
Word Searched: added",simplyinvesting,6947162066012704005,2932,374,4,1,0
"Advanced Micro Devices, Inc. (AMD)",hccapital,6945819763641765125,46500,3020,136,23,4
"Advanced Micro Devices, Inc. (AMD)",theonlynaklas,6945617160127483141,86400,6753,672,17,50
"Advantage Solutions Inc. (ADV)
Word Searched: advantage",highleyinvested,6946908526124092677,38700,902,76,1,1
AdvisorShares Pure US Cannabis ETF (MSOS),highleyinvested,6946908526124092677,38700,902,76,1,1
AdvisorShares STAR Global Buy-Write ETF (VEGA),titotrades,6947303779263991046,52800,1832,165,9,10
"AdvisorShares Trust AdvisorShar (MSOS)
Word Searched: advisor",alcidesvla,6946533625600937222,12800,4373,117,28,5
AeroCentury Corp. (ACY),moneylinemark,6946280161658588421,719500,52100,3801,86,61
"Affiliated Managers Group, Inc. (AMG)
Word Searched: affiliated",oscarwulfff,6935241744531590406,8162,32800,1874,66,529
Air Lease Corporation (AL),itsali88,6947484869287021829,1458,14,2,0,0
"Airbnb, Inc. (ABNB)",hccapital,6945819763641765125,46500,3020,136,23,4
"Alexandria Real Estate Equities, Inc. (ARE)",stockstok,6926183877455154438,5585,313,12,1,1
Alphabet Inc. (GOOG),stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Alphabet Inc. (GOOG)
Word Searched: Alphabet",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Alphabet Inc. (GOOGL)
Word Searched: Google",austinhankwitz,6946680853879688454,482000,37100,3243,74,209
"Amazon.com, Inc. (AMZN)",hccapital,6945819763641765125,46500,3020,136,23,4
"Amazon.com, Inc. (AMZN)",theonlynaklas,6945617160127483141,86400,6753,672,17,50
"Amazon.com, Inc. (AMZN)",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Amazon.com, Inc. (AMZN)
Word Searched: Amazon",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"American Airlines Group, Inc. (AAL)
Word Searched: American",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
American Express Company (AXP),stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"American Express Company (AXP)
Word Searched: Express",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"American Virtual Cloud Technolo (AVCT)
Word Searched: virtual",lifeofcarlos0,6923009819561479430,1379,920,46,10,4
"American Water Works Company, I (AWK)
Word Searched: AWS",theonlynaklas,6945617160127483141,86400,6753,672,17,50
"Anaplan, Inc. (PLAN)
Word Searched: plans",gavin_mayo,6947405247862131973,252000,1573,71,16,5
"Annaly Capital Management Inc (NLY)
Word Searched: only",alcidesvla,6946533625600937222,12800,4373,117,28,5
Antero Midstream Corporation (AM),stocksfeed,6943349892844768518,72100,5363,236,41,6
Antero Midstream Corporation (AM),stockswithjack,6946011946164505858,17800,5557,560,35,4
Antero Midstream Corporation (AM),vinstock,6946663444439371014,44100,2059,152,24,9
Apple Inc. (AAPL),hccapital,6945819763641765125,46500,3020,136,23,4
Apple Inc. (AAPL),stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Arch Resources, Inc. (ARCH)
Word Searched: March",mok.investments,6943426477228576005,4465,401,10,4,0
"Arch Resources, Inc. (ARCH)
Word Searched: March",alcidesvla,6946533625600937222,12800,4373,117,28,5
"Arch Resources, Inc. (ARCH)
Word Searched: March",vinstock,6946663444439371014,44100,2059,152,24,9
"Asensus Surgical, Inc. (ASXC)
Word Searched: surgical",theonlynaklas,6945617160127483141,86400,6753,672,17,50
Atari SA (PONGF),nickcomizio,6945988629625883910,3797,6932,188,29,51
"Atlas Technical Consultants, In (ATCX)
Word Searched: technical",thestockexperience,6935440626443980038,16700,22800,1025,34,198
Aurora Cannabis Inc. (ACB),hccapital,6945819763641765125,46500,3020,136,23,4
"Australian Dollar Futures,Jun-2 (6A=F)
Word Searched: Australia",stockswithjack,6946011946164505858,17800,5557,560,35,4
"Australian Dollar Futures,Jun-2 (6A=F)
Word Searched: australia",stockswithjack,6946011946164505858,17800,5557,560,35,4
Avalon Holdings Corporation (AWX),nitrotrades,6947143215032110342,13700,909,38,1,2
"BAOTOU TOMORROW TECHNOLOGY CO L (600091.SS)
Word Searched: TOMORROW",matthewhirayama,6922270597711924486,7883,342200,15200,1263,1194
"BONUS BIOGROUP (BONS.TA)
Word Searched: Bonus",bugs.money,6947485537997540614,4018,1,1,0,0
BP p.l.c. (BP),stocks_journey,6946317791456775429,832,244,6,1,0
"Babcock & Wilcox Enterprises, Inc. (BW)",stocktrickswithnick,6947358865545547013,35500,3371,143,16,25
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: MONTH",gd_investments,6947434915092794629,248600,1437,98,8,1
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: month",quicktrades,6947113839875968262,32700,1488,42,11,5
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: month",thebuyinking,6940646927092452614,535900,99700,8691,169,198
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: monthly",realstockmarket,6921738093380898053,3045,2010,58,5,4
"Bakkt BTC (USD) Monthly Future  (BTM=F)
Word Searched: monthly",luxuryequities,6947473766821711110,267400,1391,88,7,2
"Bank Rakyat Indonesia (Persero) (BBRI.JK)
Word Searched: R I P",brunopamfilio,6933008593000156422,1292,3082,177,37,6
Bank of America Corporation (BAC),stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Bank of America Corporation (BAC)
Word Searched: America",stockmarketuniversity,6947154753776340229,3021,2817,67,4,5
"Beyond Meat, Inc. (BYND)",hccapital,6945819763641765125,46500,3020,136,23,4
"Big Lots, Inc. (BIG)",stockinvestors,6935593005105548549,22300,3038,70,11,18
"Bio-Rad Laboratories, Inc. (BIO)",penny.lifestyles,6947461721686641925,176400,956,83,2,4
"Bio-Rad Laboratories, Inc. (BIO)",stockshub,6930999772882980102,82900,4069,122,16,2
"Bio-Rad Laboratories, Inc. (BIO)",mikeoptions,6946596918151613702,7231,567,28,4,1
"Bio-Rad Laboratories, Inc. (BIO)",instynct,6906718980950543621,1381,259,28,0,0
"Bio-Rad Laboratories, Inc. (BIO)",optionscapital,6940077432586194182,17300,1364,38,2,2
"Bio-Rad Laboratories, Inc. (BIO)",vinstock,6946663444439371014,44100,2059,152,24,9
"Bio-Rad Laboratories, Inc. (BIO)",bullsofwallstreet,6947069757447294214,23600,2579,44,3,1
"Bio-Rad Laboratories, Inc. (BIO)",alertscapital,6947437663062396165,9998,2658,28,7,10
Bio-Techne Corporation (TECH),ceowatchlist,6946745570920860934,521900,17700,416,40,15
Bio-Techne Corporation (TECH),theonlynaklas,6945617160127483141,86400,6753,672,17,50
"Bitcoin USD (BTC-USD)
Word Searched: BITC U",finance_by_derian,6931054970611453190,2766,2131,60,6,14
"Bitcoin USD (BTC-USD)
Word Searched: BITCOIN",stockshub,6930999772882980102,82900,4069,122,16,2
"Bitcoin USD (BTC-USD)
Word Searched: BITCOIN",gd_investments,6947434915092794629,248600,1437,98,8,1
"Bitcoin USD (BTC-USD)
Word Searched: Bitcoin",sky_trades,6947438593736559878,81400,2977,110,14,5
"Bitcoin USD (BTC-USD)
Word Searched: Bitcoin",investwithruss,6947314550253423878,96000,4520,214,16,6
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",finance_by_derian,6931054970611453190,2766,2131,60,6,14
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",lifeofcarlos0,6923009819561479430,1379,920,46,10,4
"Bitcoin USD (BTC-USD)
Word Searched: bitcoin",coletrades,6939292324946119941,3516,1622,18,14,0
Bitfarms Ltd. (BFARF),nickcomizio,6945988629625883910,3797,6932,188,29,51
"Black Sea Wheat Financially Set (BWF=F)
Word Searched: financially",theonlynaklas,6945617160127483141,86400,6753,672,17,50
"BlackBerry Limited (BB)
Word Searched: bnb",gavin_mayo,6947405247862131973,252000,1573,71,16,5
"Blue Hat Interactive Entertainm (BHAT)
Word Searched: What",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
"Box, Inc. (BOX)
Word Searched: Xbox",theonlynaklas,6945617160127483141,86400,6753,672,17,50
BriaCell Therapeutics Corp. (BCTX),nitrotrades,6947143215032110342,13700,909,38,1,2
"Brown & Brown, Inc. (BRO)",thestockhub,6947244459490921733,78000,2271,74,6,1
"Brown & Brown, Inc. (BRO)",markettrader_official,6947392861042167046,278800,4829,708,23,7
"CANNABIX TECHNOLOGIES INC (BLOZF)
Word Searched: can t",greentradesonly,6946317342586440965,21800,1220,32,9,2
"CANNABIX TECHNOLOGIES INC (BLOZF)
Word Searched: can t",investing_with_mike,6946702230124973317,77100,723,34,5,0
"CBAK Energy Technology, Inc. (CBAT)",stockvip,6926323575376858373,178700,91300,5670,266,645
"CBOE S&P 500 Risk Reversal Inde (^RXM)
Word Searched: Reversal",sky_trades,6947438593736559878,81400,2977,110,14,5
"CBOE S&P 500 Risk Reversal Inde (^RXM)
Word Searched: reversal",sky_trades,6947438593736559878,81400,2977,110,14,5
"CBOE Volatility Index (^VIX)
Word Searched: Volatility",rudaman,6945929212272479494,3696,300,25,2,4
"CBOEO EX implied Volatility (^VXO)
Word Searched: Implied",rudaman,6945929212272479494,3696,300,25,2,4
"CD PROJEKT SA CD PROJECT ORD SH (0LX1.IL)
Word Searched: project",simplyinvesting,6947162066012704005,2932,374,4,1,0
"CHARLIES HOLDINGS INC (CHUC)
Word Searched: Charli",stockstv,6896942242049674501,2373,634,15,4,0
"CHINA EASTERN AIRLINES CORP (CHEAF)
Word Searched: cheap",spacs.ai,6932620674951384326,28000,3206,130,36,41
"CIBC Balanced Passive Portfolio (0P0001B685.TO)
Word Searched: PASSIVE",fourtoeight,6945936407730932998,1100000,95100,14600,94,304
"COCA COLA BOTTLERS JAPAN INC (CCOJY)
Word Searched: bottle",assetentities,6946670694289706245,517800,31100,2849,68,18
"CRAZY WOMAN CREEK BANCORP INC (CRZY)
Word Searched: CRAZY",simplyinvesting,6947162066012704005,2932,374,4,1,0
"CRAZY WOMAN CREEK BANCORP INC (CRZY)
Word Searched: crazy",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
"CREATING ALPHA-GERM.CH.EO (2IM1.MU)
Word Searched: Creating",finance_tiktok,6923281503979916550,21700,3855,37,4,0
"CREATIVE LEARNING CORP (CLCN)
Word Searched: learning",rudaman,6945929212272479494,3696,300,25,2,4
"CRESCO LABS INC (CRLBF)
Word Searched: Cresco",highleyinvested,6946908526124092677,38700,902,76,1,1
"CRYPTOSTAR CORP (CSTR.V)
Word Searched: CRYPTO",realjaypelle,6942936718630751493,56000,12000,411,120,22
"CRYPTOSTAR CORP (CSTR.V)
Word Searched: Crypto",gavin_mayo,6947405247862131973,252000,1573,71,16,5
"CSA Cosmic (083660.KQ)
Word Searched: cosmic",flash.trades,6946441263553973510,2267,43,4,0,0
"CURALEAF HOLDINGS  INC (CURLF)
Word Searched: Curaleaf",highleyinvested,6946908526124092677,38700,902,76,1,1
"Campbell Soup Company (CPB)
Word Searched: Cam s",noremacnewelltrading,6946685511566134533,38400,2876,99,11,3
"Canada Goose Holdings Inc. Subo (GOOS)
Word Searched: Goose",assetarmy,6947379089695051014,80600,5384,427,50,38
"Canadian Dollars WCO (^XDC)
Word Searched: dollars",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
"Canoo Inc. (GOEV)
Word Searched: goes",finance_tiktok,6923281503979916550,21700,3855,37,4,0
"Canoo Inc. (GOEV)
Word Searched: goes",rudaman,6945929212272479494,3696,300,25,2,4
Capstone Therapeutics Corp. (CAPS),stockrogue,6932552320605605125,42400,3620,91,16,2
"CarParts.com, Inc. (PRTS)
Word Searched: Puts",butimnotatrader,6947438856656424197,41500,410,16,7,0
"Carver Bancorp, Inc. (CARV)",nitrotrades,6947143215032110342,13700,909,38,1,2
"Cash-settled Butter Futures,May (CB=F)
Word Searched: But",assetentities,6946670694289706245,517800,31100,2849,68,18
"Castor Maritime Inc. (CTRM)
Word Searched: CTRO",stocktrickswithnick,6947358865545547013,35500,3371,143,16,25
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: BUYING",ceowatchlist,6946745570920860934,521900,17700,416,40,15
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: BUYING",sodapreneur,6937789671447612678,7185,6323,235,31,63
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: BUYING",erikbotoss,6941779137254280453,4330,6428,143,62,12
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: INSIDER",sodapreneur,6937789671447612678,7185,6323,235,31,63
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",stocksfeed,6943349892844768518,72100,5363,236,41,6
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",stocksfix,6934401350012800261,4949,2824,55,10,1
"Catalyst Insider Buying Fd Cl A (INSAX)
Word Searched: buying",notkamel,6945941658466848006,26000,93100,7344,109,514
"Cellectis S.A. (CLLS)
Word Searched: CELLS",sodapreneur,6937789671447612678,7185,6323,235,31,63
"Cellectis S.A. (CLLS)
Word Searched: Calls",rudaman,6945929212272479494,3696,300,25,2,4
Central Garden & Pet Company (CENT),gavin_mayo,6947405247862131973,252000,1573,71,16,5
"Centre American Select Equity F (DHANX)
Word Searched: Thanx",llamas1115,6940026359137766662,798,194,6,10,2
"Chainlink USD (LINK-USD)
Word Searched: chain",gavin_mayo,6947405247862131973,252000,1573,71,16,5
"Chewy, Inc. (CHWY)",beermonies_trading,6934871830276607237,2326,334,32,0,1
"Chicago SRW Wheat Futures,May-2 (ZW=F)
Word Searched: Chicago",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
Churchill Capital Corp IV (CCIV),stockvip,6926323575376858373,178700,91300,5670,266,645
Churchill Capital Corp IV (CCIV),launchpadstocks,6934782697302756614,1791,247,7,2,1
"Clovis Oncology, Inc. (CLVS)",vinstock,6946663444439371014,44100,2059,152,24,9
"Cogent Biosciences, Inc. (COGT)",beermonies_trading,6934871830276607237,2326,334,32,0,1
Coinbase Class A (COIN),simplyinvesting,6947162066012704005,2932,374,4,1,0
"CompoundCoin USD (COMP1-USD)
Word Searched: Compound",luxuryequities,6947473766821711110,267400,1391,88,7,2
"CompoundCoin USD (COMP1-USD)
Word Searched: compound",spacs.ai,6932620674951384326,28000,3206,130,36,41
"Cornerstone Total Return Fund,  (CRF)
Word Searched: Return",benbraveoak,6942598330513902854,13700,16200,514,48,33
"Corsair Gaming, Inc. (CRSR)",nickcomizio,6945988629625883910,3797,6932,188,29,51
"Corsair Gaming, Inc. (CRSR)
Word Searched: Gaming",nickcomizio,6945988629625883910,3797,6932,188,29,51
"Corsair Gaming, Inc. (CRSR)
Word Searched: gaming",theonlynaklas,6945617160127483141,86400,6753,672,17,50
"Costco Wholesale Corporation (COST)
Word Searched: costs",flextrading,6944888935579520262,4095,5046,177,11,25
"Coursera, Inc. (COUR)
Word Searched: hour",vinstock,6946663444439371014,44100,2059,152,24,9
"Credit Suisse Silver Shares Cov (SLVO)
Word Searched: SHARES",erikbotoss,6941779137254280453,4330,6428,143,62,12
"Credit Suisse Silver Shares Cov (SLVO)
Word Searched: shares",launchpadstocks,6934782697302756614,1791,247,7,2,1
"Cronos Group Inc. Common Share (CRON)
Word Searched: SHARE",fourtoeight,6945936407730932998,1100000,95100,14600,94,304
"DB Gold Short ETN due February  (DGZ)
Word Searched: February",stockvip,6926323575376858373,178700,91300,5670,266,645
"DENTSPLY SIRONA Inc. (XRAY)
Word Searched: X Ray",bugs.money,6947485537997540614,4018,1,1,0,0
"DONGHUA TESTING TE (300354.SZ)
Word Searched: DON T",fourtoeight,6945936407730932998,1100000,95100,14600,94,304
"DONGHUA TESTING TE (300354.SZ)
Word Searched: don t",stockmarket_507,6934532298616360198,4651,2003,53,6,8
"Dave & Buster's Entertainment,  (PLAY)
Word Searched: Plays",thestockexperience,6935440626443980038,16700,22800,1025,34,198
"Dave & Buster's Entertainment,  (PLAY)
Word Searched: plays",flextrading,6944888935579520262,4095,5046,177,11,25
"Dave & Buster's Entertainment,  (PLAY)
Word Searched: plays",vinstock,6946663444439371014,44100,2059,152,24,9
"Dave & Buster's Entertainment, Inc. (PLAY)",stocks_journey,6946317791456775429,832,244,6,1,0
"Delta Air Lines, Inc. (DAL)
Word Searched: DELTA",titotrades,6947303779263991046,52800,1832,165,9,10
"Democrasoft Holdings, Inc. (DEMO)",bugs.money,6947485537997540614,4018,1,1,0,0
"Desktop Metal, Inc. (DM)",notkamel,6945941658466848006,26000,93100,7344,109,514
"Dick's Sporting Goods Inc (DKS)
Word Searched: sporting",mok.investments,6943426477228576005,4465,401,10,4,0
Direxion Daily Cnsmr Staples Bull 3XShrs (NEED),llamas1115,6940026359137766662,798,194,6,10,2
Direxion Daily Healthcare Bull 3X Shares (CURE),sodapreneur,6937789671447612678,7185,6323,235,31,63
Direxion Daily S&P Biotech Bear 1X ETF (LABS),highleyinvested,6946908526124092677,38700,902,76,1,1
"Direxion Daily Semiconductor Bu (SOXL)
Word Searched: daily",stockstv,6896942242049674501,2373,634,15,4,0
Direxion Moonshot Innovators ETF (MOON),investodaily,6947389242507087109,13600,179,13,2,2
Direxion Moonshot Innovators ETF (MOON),stockmarkethacks,6938802589395913989,5803,2232,112,3,6
"Distribusi Voucher Nusantara Tb (DIVA.JK)
Word Searched: Voucher",stockswithjack,6946011946164505858,17800,5557,560,35,4
"DocuSign, Inc. (DOCU)",beermonies_trading,6934871830276607237,2326,334,32,0,1
"Dodge & Cox Stock Fund (DODGX)
Word Searched: DODGE",themarketplays,6922971295789403398,2549,740,23,6,1
"Domino's Pizza Inc (DPZ)
Word Searched: DOMINO",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
"Domino's Pizza Inc (DPZ)
Word Searched: PizZa",stocktok16,6940295230285548806,3648,1787,108,12,2
"DoorDash, Inc. (DASH)
Word Searched: HASH",gd_investments,6947434915092794629,248600,1437,98,8,1
"Dow Jones Industrial Average (^DJI)
Word Searched: do",hustlyinvest.com,6947325600944098565,55600,3021,424,8,3
DraftKings Inc. (DKNG),stockvip,6926323575376858373,178700,91300,5670,266,645
DraftKings Inc. (DKNG),mok.investments,6943426477228576005,4465,401,10,4,0
"Dynatronics Corporation (DYNT)
Word Searched: dont",lifeofcarlos0,6923009819561479430,1379,920,46,10,4
"Dynatronics Corporation (DYNT)
Word Searched: dont",thekidinvestor,6947152570083265798,48100,2259,111,8,8
"Dynatronics Corporation (DYNT)
Word Searched: dont",markettrader_official,6947392861042167046,278800,4829,708,23,7
"EHOSE (EHOSE)
Word Searched: those",markettrader_official,6947392861042167046,278800,4829,708,23,7
EHang Holdings Limited (EH),gd_investments,6947434915092794629,248600,1437,98,8,1
"EMERGE ARK AI & BIG DATA ETF (EAAI.NE)
Word Searched: AR AI",bullsofwallstreet,6947069757447294214,23600,2579,44,3,1
"ENTERRA CORP NEW (ETER)
Word Searched: PETER",marketafterhours,6945403619831336198,6058,494,21,3,4
